"内部序号","分组一","分组二","分组三","分组四","分组五","类型","测量量程最小值","测量量程最大值","单位","断线上限","断线下限","设定上限","设定下限","阶码","报警方式","报警级别","报警延时","参数补偿编号","回差值","曲线编号","多点编号","网关IP","系统编号","分系统编号","站名称","站ID","IO模块类型","IO模块ID","点号","1/0有效","满量程上限","满量程下限","滤波标志","滤波次数","平均值处理标志","精度","斜率参数(A)","偏移参数(B)","刷新时间","A/D增益值","使用","开关状态","有报警","折线编号","1级报警","2级报警","3级报警","网关显示","参数类别","封装盒","选择","特殊ID标识","平均值与限值标志","OPC标志","安全标志","备份1","备份2","备份3","备份4","备份5","局域网","vdr","导航","备份6","备份7","备份8","备份9","备份10","测点名称","测点名称_en","简称","简称_tmp","测点号"
528,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.20000000e+02,"℃",,,1.00000000e+02,0.00000000e+00,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",3,2,"-1",1.20000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机主轴承5温度",,"右主机主轴承5温度",,"0266"
529,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.20000000e+02,"℃",,,1.00000000e+02,0.00000000e+00,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",3,3,"-1",1.20000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机主轴承6温度",,"右主机主轴承6温度",,"0267"
530,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.20000000e+02,"℃",,,1.00000000e+02,0.00000000e+00,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",3,4,"-1",1.20000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机主轴承7温度",,"右主机主轴承7温度",,"0268"
531,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.20000000e+02,"℃",,,1.00000000e+02,0.00000000e+00,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",3,5,"-1",1.20000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机主轴承8温度",,"右主机主轴承8温度",,"0269"
532,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.20000000e+02,"℃",,,1.00000000e+02,0.00000000e+00,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",3,6,"-1",1.20000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机主轴承9温度",,"右主机主轴承9温度",,"0270"
533,1,0,0,0,0,"4-20mA输入",0.00000000e+00,1.20000000e+02,"℃",,,1.00000000e+02,0.00000000e+00,"0","0","1",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9981 串口1模块",3,7,"-1",1.20000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",1,,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右主机主轴承10温度",,"右主机主轴承10温度",,"0271"
643,0,0,0,0,0,"4-20mA输入",0.00000000e+00,3.27670000e+04,"H",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,20,"-1",3.27670000e+04,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左发电机运行时间1",,"左发电机运行时间1",,"0525"
644,0,0,0,0,0,"4-20mA输入",0.00000000e+00,3.27670000e+04,"H",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9987 串口7模块",10,21,"-1",3.27670000e+04,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"应急发电机运行时间1",,"应急发电机运行时间1",,"1120"
645,0,0,0,0,0,"4-20mA输入",0.00000000e+00,3.27670000e+04,"H",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,20,"-1",3.27670000e+04,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右发电机运行时间1",,"右发电机运行时间1",,"0625"
646,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",6,1,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,646,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左主机降负荷动作",,"左主机降负荷动作",,"936"
647,1,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",3,1,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,647,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左轴系调距桨液压站备用泵启动",,"左轴系调距桨液压站备泵启",,"804"
648,0,0,0,0,0,"开关量输入",,,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",7,1,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"3",0,648,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"备用2",,"备用2",,"648"
649,0,0,0,0,0,"开关量输入",,,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"2#分站",2,"HT-0202 开关量输入模块",8,1,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"3",0,649,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"备用3",,"备用3",,"649"
650,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",1,13,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,650,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"发电机充电装置故障报警",,"发电机充电装置故障报警",,"933"
651,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",1,21,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"0",1,651,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"气动百叶窗压力低报警",,"气动百叶窗压力低报警",,"1610"
652,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",2,16,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,652,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机综合故障",,"左发电机综合故障",,"931"
653,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",2,17,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,653,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机综合故障",,"右发电机综合故障",,"932"
654,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,27,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,654,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"应急发电机综合故障",,"应急发电机综合故障",,"934"
655,0,0,0,0,0,"开关量输入",,,,,,0.00000000e+00,0.00000000e+00,,"-1","-1",,,,,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,28,"-1",,,0,64,0,,,,0,0.00000000e+00,1,"3",0,655,0,0,0,0,0,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"艉部绞盘运行指示",,"艉部绞盘运行指示",,"1941"
656,0,0,0,0,0,"开关量输入",,,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#分站",1,"HT-0202 开关量输入模块",3,29,"-1",,,1,64,0,,,,0,0.00000000e+00,1,"0",1,656,0,0,0,0,0,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"集控台AC220V主电源失电",,"集控台AC220V主电源失电",,"1964"
396,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+03,"rpm",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,1,"-1",2.00000000e+03,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左发电机组转速",,"左发电机组转速",,"0501"
397,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+00,"MPa",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,2,"-1",1.00000000e+00,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左发电机滑油压力",,"左发电机滑油压力",,"0502"
398,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,3,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左发电机冷却水温度",,"左发电机冷却水温度",,"0503"
399,0,0,0,0,0,"4-20mA输入",0.00000000e+00,5.00000000e+01,"V",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,4,"-1",5.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左发电机电瓶电压",,"左发电机电瓶电压",,"0504"
400,0,0,0,0,0,"4-20mA输入",0.00000000e+00,3.27670000e+04,"H",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,5,"-1",3.27670000e+04,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左发电机运行时间",,"左发电机运行时间",,"0505"
401,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,6,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左发电机滑油温度",,"左发电机滑油温度",,"0506"
405,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,10,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,405,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机淡水水位低报警",,"左发电机淡水水位低报警",,"0515"
406,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,11,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,406,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机燃油泄漏报警",,"左发电机燃油泄漏报警",,"0516"
407,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,12,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,407,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机起动失败报警",,"左发电机起动失败报警",,"0517"
595,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+03,"rpm",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,1,"-1",2.00000000e+03,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右发电机组转速",,"右发电机组转速",,"0601"
596,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+00,"MPa",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,2,"-1",1.00000000e+00,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右发电机滑油压力",,"右发电机滑油压力",,"0602"
597,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,3,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右发电机冷却水温度",,"右发电机冷却水温度",,"0603"
598,0,0,0,0,0,"4-20mA输入",0.00000000e+00,5.00000000e+01,"V",,,0.00000000e+00,0.00000000e+00,"1","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,4,"-1",5.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右发电机电瓶电压",,"右发电机电瓶电压",,"0604"
599,0,0,0,0,0,"4-20mA输入",0.00000000e+00,3.27670000e+04,"H",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,5,"-1",3.27670000e+04,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右发电机运行时间",,"右发电机运行时间",,"0605"
600,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,6,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右发电机滑油温度",,"右发电机滑油温度",,"0606"
408,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,13,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,408,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机电瓶电压低报警",,"左发电机电瓶电压低报警",,"0518"
409,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,14,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,409,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机滑油温度高报警",,"左发电机滑油温度高报警",,"0519"
410,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,15,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,410,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机冷却水温度高报警",,"左发电机冷却水温度高报警",,"0520"
411,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,16,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,411,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机滑油压力低报警",,"左发电机滑油压力低报警",,"0521"
412,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,17,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,412,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机转速高报警",,"左发电机转速高报警",,"0522"
413,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,18,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,413,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机淡水压力低报警",,"左发电机淡水压力低报警",,"0523"
414,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"1#串口",3,"HT-9982 串口2模块",6,19,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,414,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"左发电机转速过高报警停机",,"左发电机转速过高报警停机",,"0524"
415,0,0,0,0,0,"4-20mA输入",0.00000000e+00,4.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,1,"-1",4.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱主离合器工作油压力",,"左齿主离合器工作油压力",,"0301"
416,0,0,0,0,0,"4-20mA输入",0.00000000e+00,4.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,2,"-1",4.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱对外水泵离合器工作油压力",,"左齿对外水泵离合工作油压",,"0302"
417,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,3,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱滑油压力",,"左齿轮箱滑油压力",,"0303"
418,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,4,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱滑油压力-报警",,"左齿轮箱滑油压力-报警",,"0304"
419,0,0,0,0,0,"4-20mA输入",0.00000000e+00,1.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,5,"-1",1.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱滑油压力-安保",,"左齿轮箱滑油压力-安保",,"0305"
420,0,0,0,0,0,"4-20mA输入",0.00000000e+00,2.00000000e+02,"℃",,,0.00000000e+00,0.00000000e+00,"0","-1","-1",,,,,,,1,1,"1#串口",3,"HT-9983 串口3模块",7,6,"-1",2.00000000e+02,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"左齿轮箱滑油温度",,"左齿轮箱滑油温度",,"0306"
604,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,10,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,604,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机淡水水位低报警",,"右发电机淡水水位低报警",,"0615"
605,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,11,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,605,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机燃油泄漏报警",,"右发电机燃油泄漏报警",,"0616"
606,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,12,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,606,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机起动失败报警",,"右发电机起动失败报警",,"0617"
607,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,13,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,607,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机电瓶电压低报警",,"右发电机电瓶电压低报警",,"0618"
608,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,14,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,608,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机滑油温度高报警",,"右发电机滑油温度高报警",,"0619"
609,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,15,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,609,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机冷却水温度高报警",,"右发电机冷却水温度高报警",,"0620"
610,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,16,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,610,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机滑油压力低报警",,"右发电机滑油压力低报警",,"0621"
611,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,17,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,611,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机转速高报警",,"右发电机转速高报警",,"0622"
612,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,18,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,612,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机淡水压力低报警",,"右发电机淡水压力低报警",,"0623"
613,1,0,0,0,0,"开关量输入",0.00000000e+00,1.00000000e+00,,,,1.00000000e+00,0.00000000e+00,,"0","0",0.00000000e+00,,"0",,,,1,1,"2#串口",5,"HT-9982 串口2模块",6,19,"-1",1.00000000e+00,0.00000000e+00,0,64,0,,,,0,0.00000000e+00,1,"0",1,613,0,0,0,0,1,0,0,,0,0,0,,,,0,,0,0,0,,,,,,"右发电机转速过高报警停机",,"右发电机转速过高报警停机",,"0624"
614,0,0,0,0,0,"4-20mA输入",0.00000000e+00,4.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,1,"-1",4.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱主离合器工作油压力",,"右齿主离合器工作油压力",,"0401"
615,0,0,0,0,0,"4-20mA输入",0.00000000e+00,4.00000000e+01,"bar",,,0.00000000e+00,0.00000000e+00,"2","-1","-1",,,,,,,1,1,"2#串口",5,"HT-9983 串口3模块",7,2,"-1",4.00000000e+01,0.00000000e+00,0,64,0,"1",,,0,0.00000000e+00,1,"-1",0,,0,0,0,0,1,0,0,,0,0,0,,,,-1,,0,0,0,,,,,,"右齿轮箱PTO离合器工作油压力",,"右齿PTO离合器工作油压力",,"0402"
