No,PAGENM,PAGENM_EN,PAGENo,ITEMNo,PAGEID,TAGID,TESTPOINTNAME,PROPERTY,SYSTEMID,STATIONID,IOMODULEID,POINTID,GRAPHINDEX
12,电推吊舱单元,,14,3,3001,101003,AZ11 POD压力报警,,1,4,2,3,
12,电推吊舱单元,,14,4,3001,101004,AZ11轴制动功能接通,,1,4,2,4,
12,电推吊舱单元,,14,5,3001,101005,AZI1滑环单元温度,,1,4,1,1,
12,电推吊舱单元,,14,6,3001,101006,AZ11漏水报警,,1,4,2,5,
12,电推吊舱单元,,14,7,3001,102001,AZ12润滑油泵1油柜液位低,,1,4,3,1,
12,电推吊舱单元,,14,8,3001,102002,AZ12润滑油泵2油柜液位低,,1,4,3,2,
12,电推吊舱单元,,14,9,3001,102003,AZ12 POD压力报警,,1,4,3,3,
12,电推吊舱单元,,14,10,3001,102004,AZ12轴制动功能接通,,1,4,3,4,
12,电推吊舱单元,,14,11,3001,102005,AZI2滑环单元温度,,1,4,1,9,
12,电推吊舱单元,,14,12,3001,102006,AZ12漏水报警,,1,4,3,5,
12,推进变频器,,15,1,3001,103001,FC1推进单元变频器报警,,1,4,2,7,
12,推进变频器,,15,2,3001,103002,FC1推进单元变频器故障,,1,4,2,8,
12,推进变频器,,15,3,3001,103003,FC1推进单元变频器辅助设备电源故障,,1,4,2,9,
12,推进变频器,,15,5,3001,106001,FC2推进单元变频器报警,,1,4,3,7,
12,推进变频器,,15,6,3001,106002,FC2推进单元变频器故障,,1,4,3,8,
12,推进变频器,,15,7,3001,106003,FC2推进单元变频器辅助设备电源故障,,1,4,3,9,
12,推进变频器,,15,8,3001,1487,1#速度命令断线,,1,5,11,32,
12,推进变频器,,15,9,3001,1488,1#1号发电机功率信号断线,,1,5,12,1,
12,推进变频器,,15,10,3001,1489,1#2号发电机功率信号断线,,1,5,12,2,
12,推进变频器,,15,11,3001,1490,1#3号发电机功率信号断线,,1,5,12,3,
12,推进变频器,,15,12,3001,1491,1#停泊机功率信号断线,,1,5,12,4,
12,推进变频器,,15,13,3001,1492,1#电网频率信号断线,,1,5,12,5,
12,推进变频器,,15,14,3001,1493,1#水冷单元泄漏,,1,5,12,6,
12,推进变频器,,15,15,3001,1494,2#速度命令断线,,1,5,15,32,
12,推进变频器,,15,16,3001,1495,2#1号发电机功率信号断线,,1,6,1,1,
12,推进变频器,,15,17,3001,1496,2#2号发电机功率信号断线,,1,6,1,2,
12,推进变频器,,15,18,3001,1497,2#3号发电机功率信号断线,,1,6,1,3,
12,推进变频器,,15,19,3001,1498,2#停泊机功率信号断线,,1,6,1,4,
12,推进变频器,,15,20,3001,1499,2#电网频率信号断线,,1,6,1,5,
12,推进变频器,,15,21,3001,1500,2#水冷单元泄漏,,1,6,1,6,
12,左右舵机变频器,,16,1,3001,104001,FC11操舵单元变频器A电压故障,,1,4,2,11,
12,左右舵机变频器,,16,2,3001,104002,FC11操舵单元变频器A运行,,1,4,2,12,
12,左右舵机变频器,,16,3,3001,104004,FC11操舵单元变频器A报警,,1,4,2,14,
12,左右舵机变频器,,16,4,3001,104005,FC11操舵单元变频器A故障,,1,4,2,15,
12,左右舵机变频器,,16,5,3001,104006,FC11操舵单元变频器A主接触器闭合,,1,4,2,16,
12,左右舵机变频器,,16,6,3001,105001,FC12操舵单元变频器B电压故障,,1,4,2,17,
12,左右舵机变频器,,16,7,3001,105002,FC12操舵单元变频器B运行,,1,4,2,18,
12,左右舵机变频器,,16,8,3001,105004,FC12操舵单元变频器B报警,,1,4,2,20,
12,左右舵机变频器,,16,9,3001,105005,FC12操舵单元变频器B故障,,1,4,2,21,
12,左右舵机变频器,,16,10,3001,105006,FC12操舵单元变频器B主接触器闭合,,1,4,2,22,
12,左右舵机变频器,,16,12,3001,107001,FC21操舵单元变频器A电压故障,,1,4,3,11,
12,左右舵机变频器,,16,13,3001,107002,FC21操舵单元变频器A运行,,1,4,3,12,
12,左右舵机变频器,,16,14,3001,107004,FC21操舵单元变频器A报警,,1,4,3,14,
12,左右舵机变频器,,16,15,3001,107005,FC21操舵单元变频器A故障,,1,4,3,15,
12,左右舵机变频器,,16,16,3001,107006,FC21操舵单元变频器A主接触器闭合,,1,4,3,16,
12,左右舵机变频器,,16,17,3001,108001,FC22操舵单元变频器B电压故障,,1,4,3,17,
12,左右舵机变频器,,16,18,3001,108002,FC22操舵单元变频器B运行,,1,4,3,18,
12,左右舵机变频器,,16,19,3001,108004,FC22操舵单元变频器B报警,,1,4,3,20,
12,左右舵机变频器,,16,20,3001,108005,FC22操舵单元变频器B故障,,1,4,3,21,
12,左右舵机变频器,,16,21,3001,108006,FC22操舵单元变频器B主接触器闭合,,1,4,3,22,
12,1#/2#滤波器,,17,1,3001,109001,HF1辅电源接通S1,,1,2,4,1,
12,1#/2#滤波器,,17,2,3001,109002,HF1开关K1闭合,,1,2,4,2,
12,1#/2#滤波器,,17,3,3001,109003,HF1开关K2闭合,,1,2,4,3,
12,1#/2#滤波器,,17,4,3001,109004,HF1柜温度1,,1,2,3,9,
12,1#/2#滤波器,,17,5,3001,109005,HF1柜温度2,,1,2,3,10,
12,1#/2#滤波器,,17,6,3001,109006,HF1公共报警,,1,2,4,4,
12,1#/2#滤波器,,17,8,3001,110001,HF2辅电源接通S1,,1,2,4,5,
12,1#/2#滤波器,,17,9,3001,110002,HF2开关K1闭合,,1,2,4,6,
12,1#/2#滤波器,,17,10,3001,110003,HF2开关K2闭合,,1,2,4,7,
12,1#/2#滤波器,,17,11,3001,110004,HF2柜温度1,,1,2,3,11,
12,1#/2#滤波器,,17,12,3001,110005,HF2柜温度2,,1,2,3,12,
12,1#/2#滤波器,,17,13,3001,110006,HF2公共报警,,1,2,4,16,
12,690V配电板,,18,1,3001,111001,左段DC24V失电,,1,1,2,10,
12,690V配电板,,18,2,3001,111002,左段690V汇流排电压高,,1,1,2,5,
12,690V配电板,,18,3,3001,111003,左段690V汇流排绝缘低,,1,1,2,6,
12,690V配电板,,18,4,3001,111004,左段690V汇流排频率低,,1,1,2,7,
12,690V配电板,,18,5,3001,111005,左段690V汇流排电压低,,1,1,2,9,
12,690V配电板,,18,6,3001,111006,左段690V汇流排频率高,,1,1,2,8,
12,690V配电板,,18,8,3001,112001,右段DC24V失电,,1,1,2,16,
12,690V配电板,,18,9,3001,112002,右段690V汇流排电压高,,1,1,2,11,
12,690V配电板,,18,10,3001,112003,右段690V汇流排绝缘低,,1,1,2,12,
12,690V配电板,,18,11,3001,112004,右段690V汇流排频率低,,1,1,2,13,
12,690V配电板,,18,12,3001,112005,右段690V汇流排电压低,,1,1,2,15,
12,690V配电板,,18,13,3001,112006,右段690V汇流排频率高,,1,1,2,14,
12,1#/2#推进电机,,19,1,3001,113001,AZI1螺旋桨端轴承温度,,1,4,1,2,
12,1#/2#推进电机,,19,2,3001,113002,AZI1推力轴承温度,,1,4,1,3,
12,1#/2#推进电机,,19,3,3001,113003,PM1 U相绕组温度,,1,4,1,4,
12,1#/2#推进电机,,19,4,3001,113004,PM1 V相绕组温度,,1,4,1,5,
12,1#/2#推进电机,,19,5,3001,113005,PM1 W相绕组温度,,1,4,1,6,
12,1#/2#推进电机,,19,7,3001,114001,AZI2螺旋桨端轴承温度,,1,4,1,10,
12,1#/2#推进电机,,19,8,3001,114002,AZI2推力轴承温度,,1,4,1,11,
12,1#/2#推进电机,,19,9,3001,114003,PM2 U相绕组温度,,1,4,1,12,
12,1#/2#推进电机,,19,10,3001,114004,PM2 V相绕组温度,,1,4,1,13,
12,1#/2#推进电机,,19,11,3001,114005,PM2 W相绕组温度,,1,4,1,14,
12,变压器及功率管理,,20,1,3001,115001,PMS报警,,1,1,3,13,
12,变压器及功率管理,,20,2,3001,115002,PMS新报警,,1,1,3,14,
12,变压器及功率管理,,20,4,3001,116001,TR预充磁开关脱扣,,1,1,2,29,
12,变压器及功率管理,,20,6,3001,117001,1号主变压器TR1电流,,1,1,4,3,
12,变压器及功率管理,,20,7,3001,117002,TR1 U相绕组温度,,1,2,3,1,
12,变压器及功率管理,,20,8,3001,117003,TR1 V相绕组温度,,1,2,3,2,
12,变压器及功率管理,,20,9,3001,117004,TR1 W相绕组温度,,1,2,3,3,
12,变压器及功率管理,,20,10,3001,117005,TR1预充磁线路熔断器故障,,1,1,2,30,
12,变压器及功率管理,,20,12,3001,118001,2号主变压器TR2电流,,1,1,4,4,
12,变压器及功率管理,,20,13,3001,118002,TR2 U相绕组温度,,1,2,3,4,
12,变压器及功率管理,,20,14,3001,118003,TR2 V相绕组温度,,1,2,3,5,
12,变压器及功率管理,,20,15,3001,118004,TR2 W相绕组温度,,1,2,3,6,
12,变压器及功率管理,,20,16,3001,118005,TR2预充磁线路熔断器故障,,1,1,2,31,
12,变压器及功率管理,,20,18,3001,119001,1#UPS故障报警,,1,4,2,23,
12,变压器及功率管理,,20,19,3001,119002,1#UPS负载开关跳闸/绝缘低报警,,1,4,2,25,
12,变压器及功率管理,,20,20,3001,120001,2#UPS故障报警,,1,4,3,23,
12,变压器及功率管理,,20,21,3001,120002,2#UPS负载开关跳闸/绝缘低报警,,1,4,3,25,
12,驾驶室处理单元,,21,1,3001,121001,1#电推驾驶室速度报警,,1,1,10,5,
12,驾驶室处理单元,,21,2,3001,121002,1#电推驾驶室舵角报警,,1,1,10,6,
12,驾驶室处理单元,,21,4,3001,122001,2#电推驾驶室速度报警,,1,1,10,7,
12,驾驶室处理单元,,21,5,3001,122002,2#电推驾驶室舵角报警,,1,1,10,8,
12,PMS 1#机通讯,,22,1,3001,301010,1＃机起动故障,,1,6,1,1,
12,PMS 1#机通讯,,22,2,3001,301011,1＃机连接故障,,1,6,1,2,
12,PMS 1#机通讯,,22,3,3001,301012,1＃机断开故障,,1,6,1,3,
12,PMS 1#机通讯,,22,4,3001,301013,1＃机停车故障,,1,6,1,4,
12,PMS 1#机通讯,,22,5,3001,301014,1＃机预警,,1,6,1,5,
12,PMS 1#机通讯,,22,6,3001,301015,1＃机停车报警,,1,6,1,6,
12,PMS 1#机通讯,,22,7,3001,301016,1＃机电压高,,1,6,1,7,
12,PMS 1#机通讯,,22,8,3001,301017,1＃机电压低,,1,6,1,8,
12,PMS 1#机通讯,,22,9,3001,301018,1＃机频率高,,1,6,1,9,
12,PMS 1#机通讯,,22,10,3001,301019,1＃机频率低,,1,6,1,10,
12,PMS 1#机通讯,,22,11,3001,301020,1＃机电流高,,1,6,1,11,
12,PMS 1#机通讯,,22,12,3001,301021,1＃机电流低,,1,6,1,12,
12,PMS 1#机通讯,,22,13,3001,301022,1＃机功率高,,1,6,1,13,
12,PMS 1#机通讯,,22,14,3001,301023,1＃机功率低,,1,6,1,14,
12,PMS 1#机通讯,,22,15,3001,301024,1＃机断路器不可用/脱扣,,1,6,1,15,
12,PMS 1#机通讯,,22,16,3001,301025,1＃机处于手动模式,,1,6,1,16,
12,PMS 1#机通讯,,22,17,3001,301114,1#机开关可用,,1,6,4,17,
12,PMS 1#机通讯,,22,18,3001,301115,1#机主开关状态,,1,6,4,18,
12,PMS 1#机通讯,,22,19,3001,301116,1#机遥控状态,,1,6,4,19,
12,PMS 1#机通讯,,22,20,3001,301117,1#机备完,,1,6,4,20,
12,PMS 1#机通讯,,22,21,3001,301118,1#机停车,,1,6,4,21,
12,PMS 1#机通讯,,22,22,3001,301119,1#机运行,,1,6,4,22,
12,PMS 1#机通讯,,22,23,3001,301120,1#机紧停,,1,6,4,23,
12,PMS 1#机通讯,,22,24,3001,301160,1#机电流,,1,6,5,31,
12,PMS 1#机通讯,,22,25,3001,301161,1#机频率,,1,6,5,32,
12,PMS 1#机通讯,,22,26,3001,301162,1#机功率,,1,6,6,1,
12,PMS 1#机通讯,,22,27,3001,301163,1#机电压,,1,6,6,2,
12,PMS 1#机通讯,,22,28,3001,301178,1#机开关断开CMD,,1,6,6,17,
12,PMS 1#机通讯,,22,29,3001,301179,1#机开关闭合CMD,,1,6,6,18,
12,PMS 1#机通讯,,22,30,3001,301181,1#机停机CMD,,1,6,6,20,
12,PMS 2#机通讯,,23,1,3001,301026,2＃机起动故障,,1,6,1,17,
12,PMS 2#机通讯,,23,2,3001,301027,2＃机连接故障,,1,6,1,18,
12,PMS 2#机通讯,,23,3,3001,301028,2＃机断开故障,,1,6,1,19,
12,PMS 2#机通讯,,23,4,3001,301029,2＃机停车故障,,1,6,1,20,
12,PMS 2#机通讯,,23,5,3001,301030,2＃机预警,,1,6,1,21,
12,PMS 2#机通讯,,23,6,3001,301031,2＃机停车报警,,1,6,1,22,
12,PMS 2#机通讯,,23,7,3001,301032,2＃机电压高,,1,6,1,23,
12,PMS 2#机通讯,,23,8,3001,301033,2＃机电压低,,1,6,1,24,
12,PMS 2#机通讯,,23,9,3001,301034,2＃机频率高,,1,6,1,25,
12,PMS 2#机通讯,,23,10,3001,301035,2＃机频率低,,1,6,1,26,
12,PMS 2#机通讯,,23,11,3001,301036,2＃机电流高,,1,6,1,27,
12,PMS 2#机通讯,,23,12,3001,301037,2＃机电流低,,1,6,1,28,
12,PMS 2#机通讯,,23,13,3001,301038,2＃机功率高,,1,6,1,29,
12,PMS 2#机通讯,,23,14,3001,301039,2＃机功率低,,1,6,1,30,
12,PMS 2#机通讯,,23,15,3001,301040,2＃机断路器不可用/脱扣,,1,6,1,31,
12,PMS 2#机通讯,,23,16,3001,301041,2＃机处于手动模式,,1,6,1,32,
12,PMS 2#机通讯,,23,17,3001,301128,2#机开关可用,,1,6,4,31,
12,PMS 2#机通讯,,23,18,3001,301129,2#机主开关状态,,1,6,4,32,
12,PMS 2#机通讯,,23,19,3001,301130,2#机遥控状态,,1,6,5,1,
12,PMS 2#机通讯,,23,20,3001,301131,2#机备完,,1,6,5,2,
12,PMS 2#机通讯,,23,21,3001,301132,2#机停车,,1,6,5,3,
12,PMS 2#机通讯,,23,22,3001,301133,2#机运行,,1,6,5,4,
12,PMS 2#机通讯,,23,23,3001,301134,2#机紧停,,1,6,5,5,
12,PMS 2#机通讯,,23,24,3001,301168,2#机电流,,1,6,6,7,
12,PMS 2#机通讯,,23,25,3001,301169,2#机频率,,1,6,6,8,
12,PMS 2#机通讯,,23,26,3001,301170,2#机功率,,1,6,6,9,
12,PMS 2#机通讯,,23,27,3001,301171,2#机电压,,1,6,6,10,
12,PMS 2#机通讯,,23,28,3001,301186,2#机开关断开CMD,,1,6,6,25,
12,PMS 2#机通讯,,23,29,3001,301187,2#机开关闭合CMD,,1,6,6,26,
12,PMS 2#机通讯,,23,30,3001,301189,2#机停机CMD,,1,6,6,28,
12,PMS 3#机通讯,,24,1,3001,301042,3＃机起动故障,,1,6,2,1,
12,PMS 3#机通讯,,24,2,3001,301043,3＃机连接故障,,1,6,2,2,
12,PMS 3#机通讯,,24,3,3001,301044,3＃机断开故障,,1,6,2,3,
12,PMS 3#机通讯,,24,4,3001,301045,3＃机停车故障,,1,6,2,4,
12,PMS 3#机通讯,,24,5,3001,301046,3＃机预警,,1,6,2,5,
12,PMS 3#机通讯,,24,6,3001,301047,3＃机停车报警,,1,6,2,6,
12,PMS 3#机通讯,,24,7,3001,301048,3＃机电压高,,1,6,2,7,
12,PMS 3#机通讯,,24,8,3001,301049,3＃机电压低,,1,6,2,8,
12,PMS 3#机通讯,,24,9,3001,301050,3＃机频率高,,1,6,2,9,
12,PMS 3#机通讯,,24,10,3001,301051,3＃机频率低,,1,6,2,10,
12,PMS 3#机通讯,,24,11,3001,301052,3＃机电流高,,1,6,2,11,
12,PMS 3#机通讯,,24,12,3001,301053,3＃机电流低,,1,6,2,12,
12,PMS 3#机通讯,,24,13,3001,301054,3＃机功率高,,1,6,2,13,
12,PMS 3#机通讯,,24,14,3001,301055,3＃机功率低,,1,6,2,14,
12,PMS 3#机通讯,,24,15,3001,301056,3＃机断路器不可用/脱扣,,1,6,2,15,
12,PMS 3#机通讯,,24,16,3001,301057,3＃机处于手动模式,,1,6,2,16,
12,PMS 3#机通讯,,24,17,3001,301121,3#机开关可用,,1,6,4,24,
12,PMS 3#机通讯,,24,18,3001,301122,3#机主开关状态,,1,6,4,25,
12,PMS 3#机通讯,,24,19,3001,301123,3#机遥控状态,,1,6,4,26,
12,PMS 3#机通讯,,24,20,3001,301124,3#机备完,,1,6,4,27,
12,PMS 3#机通讯,,24,21,3001,301125,3#机停车,,1,6,4,28,
12,PMS 3#机通讯,,24,22,3001,301126,3#机运行,,1,6,4,29,
12,PMS 3#机通讯,,24,23,3001,301127,3#机紧停,,1,6,4,30,
12,PMS 3#机通讯,,24,24,3001,301164,3#机电流,,1,6,6,3,
12,PMS 3#机通讯,,24,25,3001,301165,3#机频率,,1,6,6,4,
12,PMS 3#机通讯,,24,26,3001,301166,3#机功率,,1,6,6,5,
12,PMS 3#机通讯,,24,27,3001,301167,3#机电压,,1,6,6,6,
12,PMS 3#机通讯,,24,28,3001,301182,3#机开关断开CMD,,1,6,6,21,
12,PMS 3#机通讯,,24,29,3001,301183,3#机开关闭合CMD,,1,6,6,22,
12,PMS 3#机通讯,,24,30,3001,301185,3#机停机CMD,,1,6,6,24,
12,PMS 停泊机通讯,,25,1,3001,301058,停泊机起动故障,,1,6,2,17,
12,PMS 停泊机通讯,,25,2,3001,301059,停泊机连接故障,,1,6,2,18,
12,PMS 停泊机通讯,,25,3,3001,301060,停泊机断开故障,,1,6,2,19,
12,PMS 停泊机通讯,,25,4,3001,301061,停泊机停车故障,,1,6,2,20,
12,PMS 停泊机通讯,,25,5,3001,301062,停泊机预警,,1,6,2,21,
12,PMS 停泊机通讯,,25,6,3001,301063,停泊机停车报警,,1,6,2,22,
12,PMS 停泊机通讯,,25,7,3001,301064,停泊机电压高,,1,6,2,23,
12,PMS 停泊机通讯,,25,8,3001,301065,停泊机电压低,,1,6,2,24,
12,PMS 停泊机通讯,,25,9,3001,301066,停泊机频率高,,1,6,2,25,
12,PMS 停泊机通讯,,25,10,3001,301067,停泊机频率低,,1,6,2,26,
12,PMS 停泊机通讯,,25,11,3001,301068,停泊机电流高,,1,6,2,27,
12,PMS 停泊机通讯,,25,12,3001,301069,停泊机电流低,,1,6,2,28,
12,PMS 停泊机通讯,,25,13,3001,301070,停泊机功率高,,1,6,2,29,
12,PMS 停泊机通讯,,25,14,3001,301071,停泊机功率低,,1,6,2,30,
12,PMS 停泊机通讯,,25,15,3001,301072,停泊机断路器不可用/脱扣,,1,6,2,31,
12,PMS 停泊机通讯,,25,16,3001,301073,停泊机处于手动模式,,1,6,2,32,
12,PMS 停泊机通讯,,25,17,3001,301135,停泊机开关可用,,1,6,5,6,
12,PMS 停泊机通讯,,25,18,3001,301136,停泊机主开关状态,,1,6,5,7,
12,PMS 停泊机通讯,,25,19,3001,301137,停泊机遥控状态,,1,6,5,8,
12,PMS 停泊机通讯,,25,20,3001,301138,停泊机备完,,1,6,5,9,
12,PMS 停泊机通讯,,25,21,3001,301139,停泊机停车,,1,6,5,10,
12,PMS 停泊机通讯,,25,22,3001,301140,停泊机运行,,1,6,5,11,
12,PMS 停泊机通讯,,25,23,3001,301141,停泊机紧停,,1,6,5,12,
12,PMS 停泊机通讯,,25,24,3001,301172,停泊机电流,,1,6,6,11,
12,PMS 停泊机通讯,,25,25,3001,301173,停泊机频率1,,1,6,6,12,
12,PMS 停泊机通讯,,25,26,3001,301174,停泊机功率,,1,6,6,13,
12,PMS 停泊机通讯,,25,27,3001,301175,停泊机电压,,1,6,6,14,
12,PMS 停泊机通讯,,25,28,3001,301190,停泊机开关断开CMD,,1,6,6,29,
12,PMS 停泊机通讯,,25,29,3001,301191,停泊机开关闭合CMD,,1,6,6,30,
12,PMS 停泊机通讯,,25,30,3001,301193,停泊机停机CMD,,1,6,6,32,
12,PMS汇流排1,,26,1,3001,301074,汇流排左段（A）失电,,1,6,3,1,
12,PMS汇流排1,,26,2,3001,301075,汇流排右段（B）失电,,1,6,3,2,
12,PMS汇流排1,,26,3,3001,301076,主配电板汇流排左段(A)电压高,,1,6,3,3,
12,PMS汇流排1,,26,4,3001,301079,主配电板汇流排左段(A)电压低,,1,6,3,6,
12,PMS汇流排1,,26,5,3001,301078,主配电板汇流排右段(B)电压高,,1,6,3,5,
12,PMS汇流排1,,26,6,3001,301077,主配电板汇流排右段(B)电压低,,1,6,3,4,
12,PMS汇流排1,,26,7,3001,301080,汇流排断路器 不可用/脱扣,,1,6,3,7,
12,PMS汇流排1,,26,8,3001,301081,1＃变压器断路器A不可用/脱扣,,1,6,3,8,
12,PMS汇流排1,,26,9,3001,301082,2＃变压器断路器A不可用/脱扣,,1,6,3,9,
12,PMS汇流排1,,26,10,3001,301083,PMS 1＃重载设备无功率可用,,1,6,3,10,
12,PMS汇流排1,,26,11,3001,301084,PMS 2＃重载设备无功率可用,,1,6,3,11,
12,PMS汇流排1,,26,12,3001,301085,PMS 3＃重载设备无功率可用,,1,6,3,12,
12,PMS汇流排1,,26,13,3001,301086,PMS 4＃重载设备无功率可用,,1,6,3,13,
12,PMS汇流排1,,26,14,3001,301087,PMS 对选择模式的电站可用报警,,1,6,3,14,
12,PMS汇流排1,,26,15,3001,301142,配电板自动,,1,6,5,13,
12,PMS汇流排1,,26,16,3001,301143,母联开关可用,,1,6,5,14,
12,PMS汇流排1,,26,17,3001,301144,母联开关闭合,,1,6,5,15,
12,PMS汇流排1,,26,18,3001,301145,母联400V开关闭合,,1,6,5,16,
12,PMS汇流排1,,26,19,3001,301146,TR1 开关可用,,1,6,5,17,
12,PMS汇流排1,,26,20,3001,301147,TR1 开关闭合,,1,6,5,18,
12,PMS汇流排1,,26,21,3001,301148,TR1 开关自动,,1,6,5,19,
12,PMS汇流排1,,26,22,3001,301149,TR1 400V开关闭合,,1,6,5,20,
12,PMS汇流排1,,26,23,3001,301150,BT1重载请求查询,,1,6,5,21,
12,PMS汇流排1,,26,24,3001,301151,BT2重载请求查询,,1,6,5,22,
12,PMS汇流排1,,26,25,3001,301152,400V左段失电,,1,6,5,23,
12,PMS汇流排1,,26,26,3001,301153,TR2 开关可用,,1,6,5,24,
12,PMS汇流排1,,26,27,3001,301154,TR2 开关闭合,,1,6,5,25,
12,PMS汇流排1,,26,28,3001,301155,TR2 开关自动,,1,6,5,26,
12,PMS汇流排1,,26,29,3001,301156,TR2 400V开关闭合,,1,6,5,27,
12,PMS汇流排1,,26,30,3001,301157,1ACC重载请求查询,,1,6,5,28,
12,PMS汇流排2,,27,1,3001,301158,2ACC重载请求查询,,1,6,5,29,
12,PMS汇流排2,,27,2,3001,301159,400V右段失电,,1,6,5,30,
12,PMS汇流排2,,27,3,3001,301176,汇流排左段电压,,1,6,6,15,
12,PMS汇流排2,,27,4,3001,301177,汇流排右段电压,,1,6,6,16,
12,PMS汇流排2,,27,5,3001,301194,TIE 开关断开CMD,,1,6,7,1,
12,PMS汇流排2,,27,6,3001,301195,TIE 开关闭合CMD,,1,6,7,2,
12,PMS汇流排2,,27,7,3001,301196,PMS报警信号,,1,6,7,3,
12,PMS汇流排2,,27,8,3001,301197,BT1重载允许,,1,6,7,4,
12,PMS汇流排2,,27,9,3001,301198,BT2重载允许,,1,6,7,5,
12,PMS汇流排2,,27,10,3001,301199,TR1开关闭合CMD,,1,6,7,6,
12,PMS汇流排2,,27,11,3001,301200,1ACC重载允许,,1,6,7,7,
12,PMS汇流排2,,27,12,3001,301201,2ACC重载允许,,1,6,7,8,
12,PMS汇流排2,,27,13,3001,301202,TR2开关闭合CMD,,1,6,7,9,
12,PMS汇流排2,,27,14,3001,301009,1#发电机差分保护激活,,1,6,7,18,
12,PMS汇流排2,,27,15,3001,301010,2#发电机差分保护激活,,1,6,7,19,
12,PMS汇流排2,,27,16,3001,301011,3#发电机差分保护激活,,1,6,7,20,
12,PMS汇流排2,,27,17,3001,301012,停泊机差分保护激活,,1,6,7,21,
12,PMS采集卡通讯,,28,1,3001,301088,AC800 控制器错误,,1,6,3,15,
12,PMS采集卡通讯,,28,2,3001,301089,AC800控制器报警,,1,6,3,16,
12,PMS采集卡通讯,,28,3,3001,301090,AC800 CPU错误,,1,6,3,17,
12,PMS采集卡通讯,,28,4,3001,301091,AC800 CPU报警,,1,6,3,18,
12,PMS采集卡通讯,,28,5,3001,301092,数字量输入卡DI810-1错误,,1,6,3,19,
12,PMS采集卡通讯,,28,6,3001,301093,数字量输入卡DI810-2错误,,1,6,3,20,
12,PMS采集卡通讯,,28,7,3001,301094,数字量输入卡DI810-3错误,,1,6,3,21,
12,PMS采集卡通讯,,28,8,3001,301095,数字量输入卡DI810-4错误,,1,6,3,22,
12,PMS采集卡通讯,,28,9,3001,301096,模拟量输入卡AI810-1错误,,1,6,3,23,
12,PMS采集卡通讯,,28,10,3001,301097,模拟量输入卡AI810-2错误,,1,6,3,24,
12,PMS采集卡通讯,,28,11,3001,301098,模拟量输入卡AI810-3错误,,1,6,3,25,
12,PMS采集卡通讯,,28,12,3001,301099,模拟量输入卡AI810-4错误,,1,6,3,26,
12,PMS采集卡通讯,,28,13,3001,301100,模拟量输入卡AI810-5错误,,1,6,3,27,
12,PMS采集卡通讯,,28,14,3001,301101,模拟量输入卡AI810-1报警,,1,6,3,28,
12,PMS采集卡通讯,,28,15,3001,301102,模拟量输入卡AI810-2报警,,1,6,3,29,
12,PMS采集卡通讯,,28,16,3001,301103,模拟量输入卡AI810-3报警,,1,6,3,30,
12,PMS采集卡通讯,,28,17,3001,301112,模拟量输入卡AI810-4报警,,1,6,4,15,
12,PMS采集卡通讯,,28,18,3001,301113,模拟量输入卡AI810-5报警,,1,6,4,16,
12,PMS采集卡通讯,,28,19,3001,301104,数字量输出卡DO820-1错误,,1,6,3,31,
12,PMS采集卡通讯,,28,20,3001,301105,数字量输出卡DO820-2错误,,1,6,3,32,
12,PMS采集卡通讯,,28,21,3001,301106,数字量输出卡DO820-3错误,,1,6,4,1,
12,PMS采集卡通讯,,28,22,3001,301107,数字量输出卡DO820-4错误,,1,6,4,2,
12,PMS采集卡通讯,,28,23,3001,301108,数字量输出卡DO820-5错误,,1,6,4,3,
12,PMS采集卡通讯,,28,24,3001,301109,数字量输出卡DO820-6错误,,1,6,4,4,
12,PMS采集卡通讯,,28,25,3001,301110,模拟量输出卡DO820-1错误,,1,6,4,5,
12,PMS采集卡通讯,,28,26,3001,301111,数字量输出卡DO820-1报警,,1,6,4,6,
12,热水/艏侧推/减摇,,29,1,3001,701002,燃油锅炉燃烧器运行,,1,2,5,28,
12,热水/艏侧推/减摇,,29,2,3001,701001,燃油锅炉综合故障报警,,1,2,5,27,
12,热水/艏侧推/减摇,,29,3,3001,702001,1#艏侧推中央控制单元,,1,3,1,6,
12,热水/艏侧推/减摇,,29,4,3001,702002,1#艏侧推综合故障报警,,1,3,1,5,
12,热水/艏侧推/减摇,,29,5,3001,702004,1号艏侧推电机BT1电流,,1,1,4,1,
12,热水/艏侧推/减摇,,29,6,3001,702005,1#艏侧推电机运行指示,,1,3,1,1,
12,热水/艏侧推/减摇,,29,7,3001,702006,2#艏侧推中央控制单元,,1,3,1,8,
12,热水/艏侧推/减摇,,29,8,3001,702007,2#艏侧推综合故障报警,,1,3,1,7,
12,热水/艏侧推/减摇,,29,9,3001,702009,2号艏侧推电机BT2电流,,1,1,4,2,
12,热水/艏侧推/减摇,,29,10,3001,702010,2#艏侧推电机运行指示,,1,3,1,3,
12,热水/艏侧推/减摇,,29,12,3001,703001,减摇水舱综合故障,,1,1,10,3,
12,热水/艏侧推/减摇,,29,13,3001,704001,减摇鳍综合故障,,1,1,10,1,
12,分油机/水油分离,,30,1,3001,705001,1#燃油分油机运行指示,,1,3,1,9,
12,分油机/水油分离,,30,2,3001,705002,1#燃油分油机公共报警,,1,3,1,10,
12,分油机/水油分离,,30,3,3001,705003,2#燃油分油机运行指示,,1,3,1,11,
